Mean_pix_spacing_deg,Npix,Pix_area_deg,Nstars_PFSFoV_median,Nstars_PFSFoV_min,Nstars_PFSFoV_max,Frac_Npix<20
0.916,49152,0.839,622,8,47781,0.002
